"Country","Year","debtgdp","dgcat","dRGDP"
"Ireland",1969,63.5856733427,"60-90%",6.0164246608
"Ireland",1970,62.2374887343,"60-90%",2.6606792029
"Ireland",1971,59.6729463517,"30-60%",3.4665646017
"Ireland",1972,55.8825537342,"30-60%",6.4894572742
"Ireland",1973,52.0617641839,"30-60%",4.7243312987
"Ireland",1974,65.4591739874,"60-90%",4.2600578117
"Ireland",1975,72.3595163045,"60-90%",5.6540314517
"Ireland",1976,77.6392916087,"60-90%",1.398089994
"Ireland",1977,74.1439815636,"60-90%",8.209240168
"Ireland",1978,76.4719183367,"60-90%",7.1904649886
"Ireland",1979,82.606185357,"60-90%",3.0724213606
"Ireland",1980,84.3512099679,"60-90%",2.9
"Ireland",1981,89.75275871,"60-90%",2.5
"Ireland",1982,87.201731911,"60-90%",1.5
"Ireland",1983,96.4919028905,"Above 90%",-0.7
"Ireland",1984,101.6041264623,"Above 90%",3.2
"Ireland",1985,102.9631760695,"Above 90%",1.9
"Ireland",1986,109.6785713158,"Above 90%",0.4
"Ireland",1987,112.43013289,"Above 90%",3.6
"Ireland",1988,108.3342491189,"Above 90%",3
"Ireland",1989,97.6786350907,"Above 90%",5.6
"Ireland",1990,87.7093696652,"60-90%",7.7
"Ireland",1991,85.5213568914,"60-90%",1.6
"Ireland",1992,83.5548723956,"60-90%",3.6
"Ireland",1993,83.2707730988,"60-90%",2.3
"Ireland",1994,79.8014970554,"60-90%",5.9
"Ireland",1995,72.9536573294,"60-90%",9.6
"Ireland",1996,65.5486447105,"60-90%",8.1
"Ireland",1997,58.165691494,"30-60%",11.5
"Ireland",1998,48.7628763373,"30-60%",8.4
"Ireland",1999,43.9785064844,"30-60%",10.7
"Ireland",2000,34.829654211,"30-60%",9.4
"Ireland",2001,30.9440061611,"30-60%",5.7
"Ireland",2002,27.914467388,"0-30%",6.5
"Ireland",2003,26.9106308189,"0-30%",4.4
"Ireland",2004,25.3833519283,"0-30%",4.6
"Ireland",2005,23.5559104674,"0-30%",6.2
"Ireland",2006,20.3197610884,"0-30%",5.4
"Ireland",2007,19.7938425893,"0-30%",6
"Ireland",2008,27.7191815576,"0-30%",-3
"Ireland",2009,44.3713662791,"30-60%",-7.5
"Italy",1951,26.5700708163,"0-30%",7.4655819395
"Italy",1952,26.8738115817,"0-30%",7.4851076312
"Italy",1953,26.7213755373,"0-30%",7.2147201915
"Italy",1954,28.6489658207,"0-30%",5.1867951128
"Italy",1955,28.3222458755,"0-30%",5.8194188492
"Italy",1956,27.9645476773,"0-30%",4.5340803645
"Italy",1957,27.5308852832,"0-30%",5.9036849124
"Italy",1958,27.0056197646,"0-30%",5.3469562868
"Italy",1959,26.6992860352,"0-30%",6.2275634257
"Italy",1960,24.6977205154,"0-30%",5.4219454966
"Italy",1961,21.7431228206,"0-30%",8.4217508864
"Italy",1962,20.759707566,"0-30%",7.7970881264
"Italy",1963,18.2679512269,"0-30%",7.1230603461
"Italy",1964,17.9521452145,"0-30%",3.9026738601
"Italy",1965,17.8626929762,"0-30%",2.248578299
"Italy",1966,16.6599713776,"0-30%",5.2197357096
"Italy",1967,14.2633451957,"0-30%",7.1198804732
"Italy",1968,16.0459770115,"0-30%",8.3619326553
"Italy",1969,15.9934235977,"0-30%",5.7183778204
"Italy",1970,14.4022663563,"0-30%",2.245853846
"Italy",1971,16.3769757385,"0-30%",1.894321446
"Italy",1972,18.6433600776,"0-30%",2.9259388203
"Italy",1973,20.1985997393,"0-30%",6.5419347525
"Italy",1974,22.6748078607,"0-30%",4.6896156427
"Italy",1975,27.6369806502,"0-30%",-2.1464166284
"Italy",1976,29.9921724126,"0-30%",6.4982427221
"Italy",1977,32.7933728056,"30-60%",2.8897169742
"Italy",1978,46.6471860347,"30-60%",3.7281305228
"Italy",1979,45.7606465692,"30-60%",5.6728578293
"Italy",1980,45.625604845,"30-60%",-1.414
"Italy",1981,52.8589272084,"30-60%",0.781
"Italy",1982,58.4786750427,"30-60%",0.668
"Italy",1983,64.3068582426,"60-90%",0.913
"Italy",1984,66.4556456169,"60-90%",3.226
"Italy",1985,61.9725457141,"60-90%",2.798
"Italy",1986,67.1018992979,"60-90%",2.86
"Italy",1987,70.815581841,"60-90%",3.192
"Italy",1988,73.7074960653,"60-90%",4.194
"Italy",1989,76.6745765827,"60-90%",3.388
"Italy",1990,78.9842750392,"60-90%",2.053
"Italy",1991,81.9491201888,"60-90%",1.534
"Italy",1992,85.4432635479,"60-90%",0.773
"Italy",1993,95.1402305432,"Above 90%",-0.888
"Italy",1994,104.8011156354,"Above 90%",2.152
"Italy",1995,104.2886659761,"Above 90%",2.827
"Italy",1996,103.7758672141,"Above 90%",1.095
"Italy",1997,101.1508346875,"Above 90%",1.872
"Italy",1998,99.7436552667,"Above 90%",1.401
"Italy",1999,97.8009741902,"Above 90%",1.464
"Italy",2000,95.1171225631,"Above 90%",3.693
"Italy",2001,91.7101669803,"Above 90%",1.818
"Italy",2002,88.241933865,"60-90%",0.454
"Italy",2003,86.6571086232,"60-90%",-0.017
"Italy",2004,85.103734738,"60-90%",1.532
"Italy",2005,84.8582372611,"60-90%",0.656
"Italy",2006,84.6211777458,"60-90%",2.036
"Italy",2007,83.4073997359,"60-90%",1.564
"Italy",2008,86.2595723299,"60-90%",-1.04
"Italy",2009,97.1351182065,"Above 90%",-5.145
"Japan",1946,,,
"Japan",1947,,,
"Japan",1948,,,
"Japan",1949,,,
"Japan",1950,,,
"Japan",1951,,,
"Japan",1952,,,
"Japan",1953,,,
"Japan",1954,11.9627805566,"0-30%",
"Japan",1955,12.6317223251,"0-30%",
"Japan",1956,10.6158752733,"0-30%",6.2015266591
"Japan",1957,8.9358371016,"0-30%",7.3282462
"Japan",1958,9.320835825,"0-30%",6.3953595711
"Japan",1959,9.4991850072,"0-30%",8.3429692812
"Japan",1960,8.3716934109,"0-30%",11.2621178279
"Japan",1961,6.3245468415,"0-30%",9.9976967752
"Japan",1962,5.8364057295,"0-30%",6.7162536598
"Japan",1963,4.7169018683,"0-30%",7.7137467726
"Japan",1964,4.5672059117,"0-30%",9.2344347063
"Japan",1965,5.3750471612,"0-30%",5.1218957562
"Japan",1966,6.9747812418,"0-30%",9.7017757175
"Japan",1967,8.5364728764,"0-30%",10.464421722
"Japan",1968,9.0341539106,"0-30%",10.5278072814
"Japan",1969,8.8051725163,"0-30%",11.7832236773
"Japan",1970,8.4891342138,"0-30%",10.1336996745
"Japan",1971,9.4244169549,"0-30%",4.7312761316
"Japan",1972,12.6677493441,"0-30%",8.5931151321
"Japan",1973,11.6930896549,"0-30%",8.1977061899
"Japan",1974,11.7021416227,"0-30%",-1.5930558171
"Japan",1975,15.3682114517,"0-30%",2.8380681113
"Japan",1976,19.6177976023,"0-30%",4.0002317601
"Japan",1977,24.8342653349,"0-30%",3.5895046409
"Japan",1978,30.4983640242,"30-60%",4.222946545
"Japan",1979,35.0056430464,"30-60%",6.8046807566
"Japan",1980,39.0617707156,"30-60%",4.6265988072
"Japan",1981,40.9274460977,"30-60%",4.176843956
"Japan",1982,44.2762554278,"30-60%",3.3766082965
"Japan",1983,48.0581688429,"30-60%",3.0607380357
"Japan",1984,49.2488475,"30-60%",4.4638990159
"Japan",1985,50.2071874079,"30-60%",6.3333568887
"Japan",1986,54.1692574821,"30-60%",2.8310766408
"Japan",1987,55.8154435879,"30-60%",4.1074270638
"Japan",1988,54.0401856496,"30-60%",7.1466937073
"Japan",1989,50.7890586472,"30-60%",5.3701525189
"Japan",1990,49.2301050838,"30-60%",5.5723982995
"Japan",1991,47.965547141,"30-60%",3.3243407748
"Japan",1992,49.8137325908,"30-60%",0.8190298588
"Japan",1993,55.3201551316,"30-60%",0.1710627196
"Japan",1994,59.9567980401,"30-60%",0.8635782438
"Japan",1995,66.1185036913,"60-90%",1.8816560884
"Japan",1996,70.4334254812,"60-90%",2.637287364
"Japan",1997,75.3317328127,"60-90%",1.5635665932
"Japan",1998,86.6714998524,"60-90%",-2.0488679103
"Japan",1999,98.3403298441,"Above 90%",-0.1410107821
"Japan",2000,106.4806457385,"Above 90%",2.8601394312
"Japan",2001,122.0188057542,"Above 90%",0.1843894834
"Japan",2002,130.9136556811,"Above 90%",0.2622570293
"Japan",2003,136.6774221182,"Above 90%",1.4135402737
"Japan",2004,150.7253254884,"Above 90%",2.7442620968
"Japan",2005,162.0745255454,"Above 90%",1.9340925375
"Japan",2006,164.0363643531,"Above 90%",2.0394692473
"Japan",2007,162.4654666008,"Above 90%",2.337316529
"Japan",2008,166.8780832961,"Above 90%",-0.7052493171
"Japan",2009,181.5110111557,"Above 90%",-5.3693645586
"Netherlands",1946,,,68.8064192578
"Netherlands",1947,,,15.7472636724
"Netherlands",1948,,,10.6782136466
"Netherlands",1949,,,8.8134711174
"Netherlands",1950,,,3.5800908687
"Netherlands",1951,,,2.0975561492
"Netherlands",1952,,,2.0156991957
"Netherlands",1953,,,8.6919350242
"Netherlands",1954,,,6.7980539533
"Netherlands",1955,,,7.419632019
"Netherlands",1956,,,3.6757703881
"Netherlands",1957,46.3609805665,"30-60%",2.8118646974
"Netherlands",1958,47.0868910095,"30-60%",-0.2966051221
"Netherlands",1959,44.7822756467,"30-60%",4.8888304799
"Netherlands",1960,41.1218894981,"30-60%",8.4141104644
"Netherlands",1961,38.8891658772,"30-60%",0.288926245
"Netherlands",1962,35.1851851852,"30-60%",6.8493007176
"Netherlands",1963,34.5932094811,"30-60%",3.6208367241
"Netherlands",1964,29.7705489399,"0-30%",8.2887042749
"Netherlands",1965,28.2770500861,"0-30%",5.2330356675
"Netherlands",1966,28.0689181522,"0-30%",2.755843401
"Netherlands",1967,29.3829578844,"0-30%",5.2628601904
"Netherlands",1968,28.9577658347,"0-30%",6.4175884913
"Netherlands",1969,23.9137561954,"0-30%",6.4381397563
"Netherlands",1970,23.3934223201,"0-30%",5.6949414444
"Netherlands",1971,21.1767573662,"0-30%",4.2217306274
"Netherlands",1972,19.1755858073,"0-30%",3.3099748368
"Netherlands",1973,17.1088431333,"0-30%",4.6879745592
"Netherlands",1974,16.650086392,"0-30%",3.9660733485
"Netherlands",1975,17.7387377987,"0-30%",-0.0913751689
"Netherlands",1976,18.6906530047,"0-30%",4.7087559421
"Netherlands",1977,19.3194660802,"0-30%",2.7187045619
"Netherlands",1978,20.6618880154,"0-30%",2.3585482097
"Netherlands",1979,22.6937478725,"0-30%",2.227097262
"Netherlands",1980,26.0700219635,"0-30%",1.2058335483
"Netherlands",1981,30.4992019178,"30-60%",-0.5137497679
"Netherlands",1982,36.5552520373,"30-60%",-1.2830966318
"Netherlands",1983,42.7050170161,"30-60%",1.7579617834
"Netherlands",1984,47.8232795956,"30-60%",3.1191949214
"Netherlands",1985,51.4384170631,"30-60%",2.6563332185
"Netherlands",1986,51.9223937829,"30-60%",3.1247258092
"Netherlands",1987,54.1289568267,"30-60%",1.8507283798
"Netherlands",1988,56.8870867702,"30-60%",2.9804343168
"Netherlands",1989,57.5209643606,"30-60%",4.7845944945
"Netherlands",1990,58.4247888619,"30-60%",4.0646110245
"Netherlands",1991,59.2484028268,"30-60%",2.4050948162
"Netherlands",1992,60.6442703173,"60-90%",1.4895155916
"Netherlands",1993,61.2277761106,"60-90%",0.6513573316
"Netherlands",1994,58.0487414657,"30-60%",2.8643691524
"Netherlands",1995,58.9331752173,"30-60%",3.0331904559
"Netherlands",1996,57.6691529452,"30-60%",3.4060044869
"Netherlands",1997,53.9100097301,"30-60%",4.278435444
"Netherlands",1998,52.0051646508,"30-60%",3.9235208337
"Netherlands",1999,49.1205174615,"30-60%",4.6844857974
"Netherlands",2000,42.9945449325,"30-60%",3.9409320266
"Netherlands",2001,40.2473806817,"30-60%",1.9257823715
"Netherlands",2002,40.4330050256,"30-60%",0.0762894681
"Netherlands",2003,42.520626068,"30-60%",0.3356523289
"Netherlands",2004,43.7514251279,"30-60%",2.2365083632
"Netherlands",2005,42.9483820828,"30-60%",2.0465001418
"Netherlands",2006,39.1695173782,"30-60%",3.3942664055
"Netherlands",2007,37.9837654573,"30-60%",3.6131157489
"Netherlands",2008,50.2951082679,"30-60%",1.9958084258
"Netherlands",2009,50.4754848763,"30-60%",-4.1727161618
"New Zealand",1946,134.014453584,"Above 90%",7.711319822
"New Zealand",1947,120.4297717842,"Above 90%",11.9320789353
"New Zealand",1948,117.205959596,"Above 90%",-9.922099221
"New Zealand",1949,111.486269196,"Above 90%",10.7874374147
"New Zealand",1950,87.6529119318,"60-90%",14.6759487665
"New Zealand",1951,91.7511309116,"Above 90%",-7.6351016361
"New Zealand",1952,85.8316099476,"60-90%",4.347826087
"New Zealand",1953,79.2638461538,"60-90%",3.420781893
"New Zealand",1954,75.2755993607,"60-90%",13.7652325292
"New Zealand",1955,73.8437594745,"60-90%",1.8635916494
"New Zealand",1956,70.7604427334,"60-90%",5.1826814743
"New Zealand",1957,68.0556404494,"60-90%",2.8564141801
"New Zealand",1958,67.3943127962,"60-90%",3.9275973221
"New Zealand",1959,65.7979049154,"60-90%",7.1193396001
"New Zealand",1960,62.8593970971,"60-90%",0
"New Zealand",1961,62.391160618,"60-90%",5.5904494632
"New Zealand",1962,60.2763587863,"60-90%",2.1557543031
"New Zealand",1963,59.0982584785,"30-60%",6.3349163741
"New Zealand",1964,56.3316801337,"30-60%",4.8739756884
"New Zealand",1965,55.1865359814,"30-60%",6.3694267516
"New Zealand",1966,55.8545679624,"30-60%",6.3083136053
"New Zealand",1967,57.6608654076,"30-60%",-4.5651034844
"New Zealand",1968,58.9848737601,"30-60%",-0.1612792533
"New Zealand",1969,54.0802493183,"30-60%",10.3247980753
"New Zealand",1970,49.3332133059,"30-60%",-1.4174896414
"New Zealand",1971,43.7439918534,"30-60%",5.1858172165
"New Zealand",1972,39.982280724,"30-60%",4.2842121076
"New Zealand",1973,37.7758452006,"30-60%",7.1043761344
"New Zealand",1974,36.0475482912,"30-60%",5.9526051053
"New Zealand",1975,35.8159067535,"30-60%",-1.1500380807
"New Zealand",1976,39.3730941068,"30-60%",2.4398387138
"New Zealand",1977,41.9706078824,"30-60%",-4.8712613132
"New Zealand",1978,44.0971812714,"30-60%",0.4032258065
"New Zealand",1979,44.5263955544,"30-60%",2.0395306717
"New Zealand",1980,44.9765135699,"30-60%",1.009
"New Zealand",1981,41.6299164605,"30-60%",2.961
"New Zealand",1982,45.7671368079,"30-60%",2.878
"New Zealand",1983,53.7529779844,"30-60%",-0.124
"New Zealand",1984,55.5914197123,"30-60%",6.858
"New Zealand",1985,62.3647365399,"60-90%",1.213
"New Zealand",1986,57.2912190231,"30-60%",1.81
"New Zealand",1987,67.7775117708,"60-90%",0.754
"New Zealand",1988,57.4385815311,"30-60%",-0.022
"New Zealand",1989,55.2647324845,"30-60%",0.846
"New Zealand",1990,60.6176181102,"60-90%",0.056
"New Zealand",1991,60.2377426785,"60-90%",-1.677
"New Zealand",1992,62.0285463679,"60-90%",0.771
"New Zealand",1993,58.3360979026,"30-60%",5.195
"New Zealand",1994,52.9775556544,"30-60%",5.859
"New Zealand",1995,47.2018839649,"30-60%",4.337
"New Zealand",1996,42.3637978379,"30-60%",4.019
"New Zealand",1997,35.3988919395,"30-60%",2.163
"New Zealand",1998,36.6492247875,"30-60%",-0.048
"New Zealand",1999,33.4844352831,"30-60%",4.329
"New Zealand",2000,31.0950252791,"30-60%",3.83
"New Zealand",2001,29.4927954815,"0-30%",2.614
"New Zealand",2002,27.6338488314,"0-30%",4.926
"New Zealand",2003,25.7871343023,"0-30%",4.135
"New Zealand",2004,23.6931962173,"0-30%",4.536
"New Zealand",2005,22.2712973849,"0-30%",2.813
"New Zealand",2006,21.3481590291,"0-30%",1.954
"New Zealand",2007,17.5250704668,"0-30%",3.193
"New Zealand",2008,17.738616657,"0-30%",0.194
"New Zealand",2009,24.2546978233,"0-30%",-2.175
"Norway",1946,64.9935052886,"60-90%",10.2012700698
"Norway",1947,53.1086939387,"30-60%",13.5629733775
"Norway",1948,45.5286248562,"30-60%",6.9515166038
"Norway",1949,45.4748480633,"30-60%",2.6670898661
"Norway",1950,31.5318781928,"30-60%",4.8700870633
"Norway",1951,26.34372502,"0-30%",5.4177667373
"Norway",1952,23.7955817094,"0-30%",3.5243703838
"Norway",1953,25.9615476134,"0-30%",3.9716526174
"Norway",1954,26.1893065485,"0-30%",5.047529534
"Norway",1955,26.7011285938,"0-30%",2.2077303296
"Norway",1956,26.8607530406,"0-30%",5.3367637796
"Norway",1957,28.1465399344,"0-30%",3.015776494
"Norway",1958,28.4609853802,"0-30%",0
"Norway",1959,29.8979262226,"0-30%",4.2152969302
"Norway",1960,29.4609474257,"0-30%",5.6266539959
"Norway",1961,25.1066377883,"0-30%",6.2677256369
"Norway",1962,24.2761555739,"0-30%",2.8160051134
"Norway",1963,22.9756247126,"0-30%",3.8243409787
"Norway",1964,22.0751380776,"0-30%",4.9776512545
"Norway",1965,20.5058393638,"0-30%",5.3105049333
"Norway",1966,22.2525609778,"0-30%",3.7820336181
"Norway",1967,23.1021775544,"0-30%",6.2474106458
"Norway",1968,23.0933333333,"0-30%",2.2456853929
"Norway",1969,22.793799879,"0-30%",4.5128244027
"Norway",1970,23.6350889493,"0-30%",1.9870126466
"Norway",1971,24.3005443017,"0-30%",5.1304961483
"Norway",1972,26.0878401723,"0-30%",5.0931592931
"Norway",1973,26.3929120624,"0-30%",4.4131697315
"Norway",1974,26.1643413243,"0-30%",4.1921985524
"Norway",1975,27.627066213,"0-30%",5.2278681488
"Norway",1976,29.4237562167,"0-30%",5.863055747
"Norway",1977,34.8495290604,"30-60%",4.2675068022
"Norway",1978,35.6426572702,"30-60%",3.487682246
"Norway",1979,38.6085296516,"30-60%",4.4812550196
"Norway",1980,33.9700284082,"30-60%",4.9494396589
"Norway",1981,29.8364590233,"0-30%",1.547505313
"Norway",1982,26.0019790323,"0-30%",0.1249935199
"Norway",1983,20.8363492869,"0-30%",3.8668937136
"Norway",1984,23.2228229481,"0-30%",5.8941036808
"Norway",1985,25.7751180236,"0-30%",5.3540295135
"Norway",1986,34.0315961135,"30-60%",4.0375523146
"Norway",1987,26.529901247,"0-30%",1.7800135205
"Norway",1988,25.5291968844,"0-30%",-0.1728488253
"Norway",1989,25.3569062235,"0-30%",0.997558549
"Norway",1990,22.3914327817,"0-30%",1.927514003
"Norway",1991,22.9411893617,"0-30%",3.1046289615
"Norway",1992,27.2192636778,"0-30%",3.5231049815
"Norway",1993,35.3532220681,"30-60%",2.7866370789
"Norway",1994,33.0221914734,"30-60%",5.0513843416
"Norway",1995,30.8175320663,"30-60%",4.186349074
"Norway",1996,27.573645437,"0-30%",5.0997663359
"Norway",1997,24.6769063064,"0-30%",5.392640347
"Norway",1998,22.246395875,"0-30%",2.6827834908
"Norway",1999,20.8625234798,"0-30%",2.0257705901
"Norway",2000,19.3019362156,"0-30%",3.2535679946
"Norway",2001,18.1327876426,"0-30%",1.9901541356
"Norway",2002,18.9926973002,"0-30%",1.50205563
"Norway",2003,21.32172189,"0-30%",1.0135240342
"Norway",2004,18.4019873325,"0-30%",3.8641263642
"Norway",2005,17.1726661596,"0-30%",2.7392074429
"Norway",2006,12.4729923087,"0-30%",2.280888542
"Norway",2007,11.6528406621,"0-30%",3.1340917857
"Norway",2008,13.7334793119,"0-30%",2.1321302984
"Norway",2009,21.6539912771,"0-30%",-1.9066760919
"Portugal",1946,,,7.8498999793
"Portugal",1947,,,8.3658458587
"Portugal",1948,,,-0.2892049814
"Portugal",1949,,,1.3910263999
"Portugal",1950,24.6483790524,"0-30%",2.8372934789
"Portugal",1951,,,4.4791370991
"Portugal",1952,,,0.1304064334
"Portugal",1953,20.7926829268,"0-30%",6.9785109616
"Portugal",1954,20.3128712871,"0-30%",4.7986202699
"Portugal",1955,19.670411985,"0-30%",4.123910939
"Portugal",1956,19.1951219512,"0-30%",4.3650055783
"Portugal",1957,18.5241264559,"0-30%",4.427419714
"Portugal",1958,17.6228209192,"0-30%",1.3137129452
"Portugal",1959,17.3135215453,"0-30%",5.4140529617
"Portugal",1960,15.9427012278,"0-30%",6.6775829706
"Portugal",1961,14.8504435995,"0-30%",5.4621691438
"Portugal",1962,13.9856972586,"0-30%",6.6382676606
"Portugal",1963,16.2349066959,"0-30%",5.9354194407
"Portugal",1964,15.5476673428,"0-30%",6.5927159602
"Portugal",1965,14.7170154686,"0-30%",7.4437663984
"Portugal",1966,14.5780730897,"0-30%",4.0690336388
"Portugal",1967,15.9910846954,"0-30%",7.548313955
"Portugal",1968,16.8927595628,"0-30%",8.8963522259
"Portugal",1969,17.6174454829,"0-30%",2.1228698138
"Portugal",1970,16.9644839068,"0-30%",9.1129530024
"Portugal",1971,16.0539871223,"0-30%",6.6325912158
"Portugal",1972,14.1072340426,"0-30%",8.0142475512
"Portugal",1973,11.8015591779,"0-30%",11.2013471085
"Portugal",1974,10.3097553787,"0-30%",1.143587236
"Portugal",1975,10.2486744433,"0-30%",-4.347961698
"Portugal",1976,9.1113243762,"0-30%",6.8999250008
"Portugal",1977,7.4299373795,"0-30%",5.6019888357
"Portugal",1978,6.8116315729,"0-30%",2.8163318361
"Portugal",1979,6.3095770276,"0-30%",5.6385115678
"Portugal",1980,7.9885990892,"0-30%",4.5902424105
"Portugal",1981,10.0854683774,"0-30%",1.547505313
"Portugal",1982,11.3785053042,"0-30%",0.1249935199
"Portugal",1983,12.7093018204,"0-30%",3.8668937136
"Portugal",1984,9.0126894269,"0-30%",5.8941036808
"Portugal",1985,13.2498850718,"0-30%",5.3540295135
"Portugal",1986,14.0260084191,"0-30%",4.0375523146
"Portugal",1987,15.8364792605,"0-30%",1.7800135205
"Portugal",1988,18.4203008816,"0-30%",-0.1728488253
"Portugal",1989,21.2202551515,"0-30%",0.997558549
"Portugal",1990,23.8194764206,"0-30%",1.927514003
"Portugal",1991,25.2796306615,"0-30%",3.1046289615
"Portugal",1992,29.5693075523,"0-30%",3.5231049815
"Portugal",1993,33.554594474,"30-60%",2.7866370789
"Portugal",1994,35.4400005473,"30-60%",5.0513843416
"Portugal",1995,35.8896285937,"30-60%",4.186349074
"Portugal",1996,39.1704365622,"30-60%",5.0997663359
"Portugal",1997,39.4328445879,"30-60%",5.392640347
"Portugal",1998,32.9337774152,"30-60%",2.6827834908
"Portugal",1999,29.3507327407,"0-30%",2.0257705901
"Portugal",2000,54.1224584935,"30-60%",3.2535679946
"Portugal",2001,56.0290855941,"30-60%",1.9901541356
"Portugal",2002,58.6815349174,"30-60%",1.50205563
"Portugal",2003,60.1643792123,"60-90%",1.0135240342
"Portugal",2004,62.957281028,"60-90%",3.8641263642
"Portugal",2005,68.2371717497,"60-90%",2.7392074429
"Portugal",2006,69.8359237291,"60-90%",2.280888542
"Portugal",2007,69.1290729812,"60-90%",3.1340917857
"Portugal",2008,71.26518998,"60-90%",2.1321302984
"Portugal",2009,80.1014511766,"60-90%",-1.9066760919
"Spain",1946,61.1992977082,"60-90%",4.1562496723
"Spain",1947,55.1080753393,"30-60%",1.9840148377
"Spain",1948,55.6095315309,"30-60%",0.2819504349
"Spain",1949,53.8783672725,"30-60%",-0.0167943029
"Spain",1950,46.2219432398,"30-60%",2.05700262
"Spain",1951,39.9616507171,"30-60%",9.2057477826
"Spain",1952,38.9038378037,"30-60%",8.5653380452
"Spain",1953,40.2998530928,"30-60%",-0.0287254646
"Spain",1954,37.9393484675,"30-60%",7.0976324601
"Spain",1955,38.8725551358,"30-60%",3.3186168254
"Spain",1956,35.2901897515,"30-60%",8.1839979216
"Spain",1957,34.0512330167,"30-60%",3.2834265316
"Spain",1958,30.0156438026,"30-60%",6.2750474991
"Spain",1959,29.3874067937,"0-30%",
"Spain",1960,30.0277106493,"30-60%",
"Spain",1961,27.4799151344,"0-30%",
"Spain",1962,25.4559363525,"0-30%",
"Spain",1963,22.1445758141,"0-30%",
"Spain",1964,18.7824821161,"0-30%",
"Spain",1965,17.5991564198,"0-30%",
"Spain",1966,17.1038680178,"0-30%",
"Spain",1967,16.9634723292,"0-30%",
"Spain",1968,17.5060861883,"0-30%",
"Spain",1969,17.9368148468,"0-30%",
"Spain",1970,17.9825862135,"0-30%",
"Spain",1971,16.910680593,"0-30%",
"Spain",1972,16.5914793443,"0-30%",
"Spain",1973,15.4778643043,"0-30%",
"Spain",1974,13.1004258132,"0-30%",
"Spain",1975,11.5798956695,"0-30%",
"Spain",1976,8.0069632708,"0-30%",
"Spain",1977,8.5575561027,"0-30%",
"Spain",1978,9.758834893,"0-30%",
"Spain",1979,9.7104246519,"0-30%",
"Spain",1980,9.7553538219,"0-30%",
"Spain",1981,10.3996583828,"0-30%",-0.4079865068
"Spain",1982,11.5834115072,"0-30%",1.2387818155
"Spain",1983,12.9976399914,"0-30%",1.6524895529
"Spain",1984,17.7343610375,"0-30%",1.6980598594
"Spain",1985,30.3881375421,"30-60%",2.3616439041
"Spain",1986,35.2351260223,"30-60%",3.4320487311
"Spain",1987,36.2503675586,"30-60%",5.7089831879
"Spain",1988,36.683698215,"30-60%",5.2845471724
"Spain",1989,33.0671374912,"30-60%",5.0039236063
"Spain",1990,34.4816640921,"30-60%",3.8464548739
"Spain",1991,35.9897199295,"30-60%",2.5255644106
"Spain",1992,36.1146492665,"30-60%",0.8506006611
"Spain",1993,39.4059571172,"30-60%",-1.3136949227
"Spain",1994,48.6878002206,"30-60%",2.3345135358
"Spain",1995,48.7675500311,"30-60%",4.1222351572
"Spain",1996,52.1624041764,"30-60%",2.421260943
"Spain",1997,55.7744372381,"30-60%",3.8654420096
"Spain",1998,55.7152386633,"30-60%",4.4688462978
"Spain",1999,50.8218063186,"30-60%",4.7452907255
"Spain",2000,48.4400956426,"30-60%",5.0528062822
"Spain",2001,45.0906302246,"30-60%",3.6450009691
"Spain",2002,42.7809151323,"30-60%",2.7038566035
"Spain",2003,39.4844232363,"30-60%",3.0976765279
"Spain",2004,37.9474509002,"30-60%",3.2665254866
"Spain",2005,35.119367248,"30-60%",3.6154531256
"Spain",2006,31.7445981038,"30-60%",4.0173343797
"Spain",2007,29.1782318353,"0-30%",3.5653174968
"Spain",2008,32.9283417547,"30-60%",0.8557299941
"Spain",2009,42.5426803651,"30-60%",-3.7672327429
"Sweden",1946,47.2433714922,"30-60%",11.3994033108
"Sweden",1947,42.214742723,"30-60%",7.9366447629
"Sweden",1948,39.8391700173,"30-60%",2.3157795659
"Sweden",1949,39.2628709019,"30-60%",2.9491260001
"Sweden",1950,38.8698309736,"30-60%",6.0078469025
"Sweden",1951,32.3870381128,"30-60%",2.9771284842
"Sweden",1952,29.449245812,"0-30%",0.5636097874
"Sweden",1953,31.1722213471,"30-60%",4.0344231004
"Sweden",1954,31.8513504939,"30-60%",5.278263363
"Sweden",1955,31.6386959687,"30-60%",2.810786605
"Sweden",1956,30.7126952807,"30-60%",3.4941008799
"Sweden",1957,32.3847158387,"30-60%",3.0823043782
"Sweden",1958,31.8794263598,"30-60%",3.6392377737
"Sweden",1959,32.8658766699,"30-60%",4.7004653546
"Sweden",1960,31.5544407644,"30-60%",5.622955891
"Sweden",1961,28.54231935,"0-30%",5.091518896
"Sweden",1962,25.0305178647,"0-30%",6.0475553377
"Sweden",1963,23.6443350512,"0-30%",5.2707268027
"Sweden",1964,21.4456003468,"0-30%",8.0303933008
"Sweden",1965,19.2649376702,"0-30%",5.1099979292
"Sweden",1966,19.081213975,"0-30%",4.3749374455
"Sweden",1967,19.5190283646,"0-30%",3.2085376117
"Sweden",1968,21.0078272296,"0-30%",4.4058384111
"Sweden",1969,26.256351601,"0-30%",5.6192938965
"Sweden",1970,20.99276532,"0-30%",5.5901037335
"Sweden",1971,20.8286120882,"0-30%",0.3012181139
"Sweden",1972,22.1517682741,"0-30%",3.3021638705
"Sweden",1973,22.6189006104,"0-30%",3.9506838172
